FIPS,County,"Area, Square Miles",2010 Population,2010 White Population,% 2010 White Population,2010 Black Population,% 2010 Black Population,2010 Asian Population,% 2010 Asian Population,2010 Hispanic Population,% 2010 Hispanic Population,2010 Other Population,"Income: #, Household income less than $35,000","Income: %, Household income less than $35,000","Income: #, Household income $35,000 to $74,999","Income: %, Household income $35,000 to $74,999","Income: #, Household income $75,000 to $200,000","Income: %, Household income $75,000 to $200,000","Income: #, Household income $200,000 or more","Income: %, Household income $200,000 or more",Income: Median household income,"Total Index Crimes Reported, 2012","Violent Crimes Reported, Total, 2012","Violent Crimes Reported, % of Total, 2012","Violent Crimes Reported, Rate per 100,000,  2012","Violent Crimes Reported, Murder, 2012","Violent Crimes Reported, Rape, 2012","Violent Crimes Reported, Robbery, 2012","Violent Crimes Reported, Aggravated Assault, 2012","Educational Attainment: #, Population 25 years and over","Educational Attainment: #, Less than HS or GED","Educational Attainment: %, Less than HS or GED","Educational Attainment: #, BA or Higher","Educational Attainment: %, BA or Higher","Households receiving food stamps, June 2010","Total food stamp recipients, June 2010","Food stamp recipients, age 0-4 , June 2010","Food stamp recipients, age 5-17 , June 2010","Food stamp recipients, age 18-64 , June 2010","Food stamp recipients, age 65+ , June 2010","Households receiving food stamps, June 2012",% of adults who smoke,% of adults who are obese,% of adults who are physically inactive ,% Alcohol Impaired Deaths ,Motor Vehicle Mortality Rate,# Primary Care Physicians,Primary Care Physicians Rate,# Dentists,Dentist Rate,% Female Medicare enrollees ages 67-69 that receive mammography screenings,% Diabetic,Average healthcare costs per person,"Sexually Transmitted Diseases (STD) Cases, 2011-2013","STD Rate, per 100,000, 2011-2013",Avg # of Physically Unhealthy Days in past 30 days (age-adjusted),Avg # of Mentally Unhealthy Days  in past 30 days (age-adjusted),"Total births, 2010-2012","Birth rate, per 1,000 women age 10-55, 2010-2012","BIRTH RATE, 2010-2012","Teen births, age 15-19, 2010-2012","Birth rate, per 1,000 women age 15-19, 2010-2012","Low birth weight (<2,500 grams) births, 2010-2012","% all births that are low birth weight, 2010-2012","Premature births (<37 weeks), 2010-2012","% of all discharges for ""treatable"" illnesses, 2010-2012","Change in Birth Rate, 2010-2014","% Low Birth Weight Births, 2014","Poverty: #, Population for whom poverty status is determined","Poverty: #, Population in poverty","Poverty: %, Population in poverty","Poverty: #, Population under 18 years for whom poverty status is determined","Poverty: #, Population under 18 years in poverty","Poverty: %, Population under 18 years in poverty","Poverty: #, Population 18 to 64 years for whom poverty status is determined","Poverty: #, Population 18 to 64 years in poverty","Poverty: %, Population 18 to 64 years in poverty","Poverty: #, Population 65 years and over for whom poverty status is determined","Single Parent Families, 2010","Single Parent Families (as % of total Households), 2010","Own Children in Families, 2008-12","Children with no Parent in the Labor Force, 2008-12","% Children with no Parent in the Labor Force, 2008-12","% At Risk Youth: Not in School or Labor Force, Ages 16-19, 2010-2014 (avg)","% Children with No Parent in the Labor Force, 2010-2014 (avg)","Male life expectancy, 1985 (years)","Female life expectancy, 1985 (years)","Male life expectancy, 1990 (years)","Female life expectancy, 1990 (years)","Male life expectancy, 1995 (years)","Female life expectancy, 1995 (years)","Male life expectancy, 2000 (years)","Female life expectancy, 2000 (years)","Male life expectancy, 2005 (years)","Female life expectancy, 2005 (years)"
13233,Polk,312,41475,30492,73.5,5150,12.4,270,0.7,4885,11.8,678,6714,45.7,4792,32.6,2972,20.2,216,1.5,37853,2100,176,8.4,427.3,3,12,49,112,26815,6639,24.8,3518,13.1,3690,8641,1521,2575,4177,368,4834,18,29,30,26,18,12,29,10,24,62,11,10246,435,352,4.1,4.1,1727,46.6,46.6,240,65.1,169,9.8,210,20.9,-0.8,10.9,40777,8767,21.5,10689,3377,31.6,24326,4753,19.5,5762,1560,10.34,10062,589,5.9,8.4,5.4,67.2,75.7,68,75.9,68.7,75.5,69.7,75.9,69.8,75.2
13235,Pulaski,251,12010,7494,62.4,3808,31.7,103,0.9,465,3.9,140,1808,45.8,1336,33.8,790,20,13,0.3,38750,294,39,13.3,332.8,0,2,2,35,8459,1619,19.1,1020,12.1,771,1747,298,503,846,100,995,16,32,31,22,18,8,69,1,9,64,13,10607,198,566,4,4,278,22.4,22.4,36,36.5,20,7.2,33,23.5,0.5,12.6,10055,1929,19.2,2156,745,34.6,6151,1048,17,1748,481,10.75,2020,422,20.9,5.6,14.8,66.3,75.7,66.7,76.4,68,76.2,70.6,75.9,70.4,77.3
13237,Putnam,361,21218,14024,66.1,5497,25.9,107,0.5,1347,6.3,243,3242,38.3,2904,34.3,2044,24.2,272,3.2,44299,616,114,18.5,537.8,0,7,13,94,15700,2436,15.5,2745,17.5,1676,3896,717,1116,1924,139,2114,17,32,25,31,21,5,23,4,19,69,14,9957,329,515,3.9,3.9,745,41.8,41.8,88,54.2,75,10.1,87,22.3,-4.4,8.3,20989,3446,16.4,3975,901,22.7,12686,2237,17.6,4328,784,9.12,4217,100,2.4,12.6,3.6,67.5,77,68.9,76.7,70.5,77.1,72.3,78.3,72.3,78.8
13239,Quitman,161,2513,1265,50.3,1198,47.7,2,0.1,34,1.4,14,563,55.5,349,34.4,99,9.8,4,0.4,31487,48,11,22.9,457.6,0,0,0,11,1704,459,26.9,114,6.7,345,757,95,207,400,55,393,20,33,30,,,,,1,43,60,21,8756,54,746,5,4.6,81,41.3,41.3,10,51,11,13.6,14,12.3,-16.5,,2326,558,24,470,208,44.3,1246,242,19.4,610,87,8.26,590,106,18,5.1,23.6,66.4,75.1,66.9,76.1,67.3,76.3,69.1,76.3,69.6,76
13241,Rabun,377,16276,14468,88.9,144,0.9,114,0.7,1301,8,249,3380,49.8,1908,28.1,1310,19.3,191,2.8,35211,386,31,8,190.2,1,0,1,29,12051,1672,13.9,3120,25.9,1021,2345,342,648,1188,167,1193,16,32,24,31,20,9,55,6,37,57,13,9331,100,205,4,4,434,33.7,33.7,47,30.6,33,7.6,52,21.2,2,6.9,15991,3458,21.6,2870,930,32.4,9206,2146,23.3,3915,448,6.61,3048,113,3.7,15.8,9.9,71,80.7,71.7,79.8,72.7,79.8,74.1,80.1,74.1,80.2
13243,Randolph,431,7719,2781,36,4747,61.5,22,0.3,119,1.5,50,1631,58.4,842,30.1,263,9.4,58,2.1,28377,116,9,7.8,122.8,0,0,2,7,4927,1334,27.1,722,14.7,855,1870,308,503,935,124,1006,21,36,35,11,,2,28,1,14,52,19,7683,217,983,5,4.6,266,39.2,39.2,41,53.7,40,15,46,22,-5.7,20,7108,2145,30.2,1720,898,52.2,4177,1070,25.6,1211,386,12.11,1347,45,3.3,10.4,37.9,65.4,75.4,66.1,75.1,65.9,74.9,67.6,74.6,68.2,75.4
13245,Richmond,329,200549,76236,38,107365,53.5,3278,1.6,8207,4.1,5463,33690,47,22112,30.8,14726,20.5,1196,1.7,37424,12817,908,7.1,448.2,28,88,546,246,128857,21572,16.7,26296,20.4,21254,49437,8548,15632,23772,1485,25844,20,35,28,18,16,177,88,360,179,50,14,7838,7702,1271,4.4,4.4,9071,46.5,46.5,1032,50.5,986,10.9,1125,20.9,0.4,12.2,192680,48498,25.2,47632,19008,39.9,121406,27047,22.3,23642,11439,14.87,45321,7547,16.7,11.6,18.3,67,74.7,65.8,74.6,67.4,75.5,69.3,75.4,69.3,75.9
13247,Rockdale,132,85215,34826,40.9,38996,45.8,1498,1.8,8063,9.5,1832,9848,33.2,10976,37.1,8195,27.7,604,2,50455,3620,311,8.6,362.4,1,14,56,240,56170,7800,13.9,14339,25.5,6451,15854,2757,5399,7223,475,8317,16,35,28,28,13,68,78,64,73,59,13,8938,1985,768,3.8,3.8,3005,35,35,296,30,318,10.6,372,20.6,-2.5,9.2,85887,14155,16.5,22259,5395,24.2,53331,7833,14.7,10297,4100,13.65,21800,1466,6.7,7.7,10.3,69.7,77.9,71.8,78.5,73.3,78.6,73.4,78.7,74,78.7
13249,Schley,168,5010,3612,72.1,1167,23.3,36,0.7,161,3.2,34,815,43.4,647,34.4,394,21,23,1.2,39375,60,6,10,120.2,0,0,0,6,3198,729,22.8,471,14.7,353,815,109,262,369,75,419,18,29,28,33,38,,,,,58,13,8516,47,311,4,4,161,33.8,33.8,28,47.1,15,9.3,20,17.9,-12.9,,5074,1187,23.4,1441,480,33.3,2887,626,21.7,746,204,10.9,1402,91,6.5,9.6,7.4,68.5,75.5,68.5,75.7,68.1,75,70.2,75.6,70.7,76
13251,Screven,656,14593,7898,54.1,6283,43.1,56,0.4,180,1.2,176,2686,50.8,1578,29.8,953,18,73,1.4,34466,398,35,8.8,246.4,1,1,12,21,9401,1787,19,1249,13.3,1449,3478,569,978,1721,210,1705,19,36,32,57,25,2,14,3,21,55,15,8272,267,624,4.4,4.2,608,47.9,47.9,92,63.6,63,10.4,71,22,-10,10.7,13807,3482,25.2,3185,1142,35.9,8394,2009,23.9,2228,655,11.71,3181,379,11.9,23.4,11.3,65.8,75.1,66.9,74.9,67.5,75.3,69.6,75.8,69.6,76.4
13253,Seminole,257,8729,5516,63.2,2887,33.1,33,0.4,204,2.3,89,1655,50.1,952,28.8,667,20.2,27,0.8,34905,218,33,15.1,368.8,1,1,4,27,6092,1058,17.4,922,15.1,1111,2427,344,754,1179,150,1272,17,30,32,0,34,9,101,5,58,51,15,10020,185,693,4.2,4.1,316,41,41,58,70.4,42,13.3,49,36.4,1.1,15.7,8658,1595,18.4,1932,560,29,4962,875,17.6,1764,334,9.52,1864,438,23.5,8.4,17.8,66.3,75.9,68,76.3,68.5,76.9,70.4,78.1,70.3,77.2
13255,Spalding,200,64073,38986,60.8,20937,32.7,567,0.9,2451,3.8,1132,10235,45.1,7338,32.3,4770,21,374,1.6,40246,3593,349,9.7,546.5,3,24,82,240,42434,8935,21.1,6736,15.9,7154,16381,2603,4846,8354,578,8886,19,35,28,19,17,30,47,20,31,54,14,9608,973,508,4.4,4.3,2600,44.3,44.3,411,68.5,362,13.9,384,21.4,-3.6,14.8,62595,14238,22.7,15507,5116,33,37554,7970,21.2,9534,3013,12.79,14792,2220,15,9.2,14.9,67.2,75.8,68.1,75.9,69.4,75.9,70.2,75.5,70.4,75.9
13257,Stephens,184,26175,22006,84.1,2821,10.8,175,0.7,633,2.4,540,4274,46.5,2887,31.4,1909,20.8,128,1.4,40315,1012,98,9.7,378.5,4,5,15,74,17162,3426,20,2775,16.2,2671,5866,817,1499,3191,359,3327,18,28,29,24,25,18,70,9,35,59,12,9520,328,423,4.1,4.1,903,38.7,38.7,119,43.5,85,9.4,100,23.9,4.5,9.6,24905,4707,18.9,5710,1447,25.3,14648,2927,20,4547,924,8.98,5647,468,8.3,4.9,13.1,69.4,77.4,69.9,78,70.2,78.4,70.9,78.4,70.3,77.3
13259,Stewart,464,6058,1655,27.3,2833,46.8,44,0.7,1454,24,72,1134,65.5,427,24.7,159,9.2,11,0.6,21118,23,3,13,49.7,0,0,1,2,4247,1655,39,457,10.8,717,1451,207,353,758,133,811,23,34,30,0,,3,51,,,,17,7841,138,774,5.3,4.5,164,42.5,42.5,32,74.8,20,12.2,29,27.5,-3,9.6,4282,1645,38.4,852,525,61.6,2616,873,33.4,814,217,11.65,852,236,27.7,22.7,25.5,66.4,75.1,66.9,76.1,67.3,76.3,69.1,76.3,69.6,76
13261,Sumter,493,32819,13413,40.9,16894,51.5,418,1.3,1717,5.2,377,6001,52.6,3342,29.3,1919,16.8,141,1.2,32758,1845,236,12.8,747.9,0,4,40,192,19621,4604,23.5,3729,19,4532,9994,1590,3008,5002,394,4801,20,34,29,35,12,21,67,15,48,57,15,8232,964,1010,4.7,4.4,1280,41.2,41.2,201,50.4,159,12.4,161,21.6,-6.2,11.8,29355,9741,33.2,7564,3988,52.7,17478,4994,28.6,4313,1828,15.08,7535,1252,16.6,3.4,20.6,68.5,75.5,68.5,75.7,68.1,75,70.2,75.6,70.7,76
13263,Talbot,395,6865,2639,38.4,4039,58.8,9,0.1,91,1.3,87,1369,51.4,851,31.9,410,15.4,35,1.3,34078,115,9,7.8,138.1,1,0,3,5,4716,1038,22,644,13.7,696,1359,164,332,766,97,805,19,34,31,32,40,1,15,1,16,56,18,8462,168,852,4.5,4.3,188,31.2,31.2,42,66.2,28,14.9,34,22.4,-5.9,12,6462,1291,20,1211,251,20.7,4038,832,20.6,1213,259,9.15,1315,86,6.5,9.2,11.6,67,75.7,66.4,76.1,67.5,75.3,68.6,75.8,69.4,76
13265,Taliaferro,195,1717,625,36.4,1024,59.6,8,0.5,35,2,25,441,62.4,199,28.1,67,9.5,0,0,26306,61,3,4.9,178.6,0,0,0,3,1309,406,31,130,9.9,268,509,59,122,277,51,284,23,34,31,0,,0,0,0,0,,21,7937,36,708,5.4,4.8,54,41.3,41.3,13,95.6,8,14.8,4,27,-11,,1704,511,30,228,120,52.6,1065,324,30.4,411,79,10.41,261,0,0,9.3,6.6,67.4,76.3,67.6,75.9,68.1,76.2,69.6,76.8,70.3,77.2
13267,Tattnall,489,25520,15196,59.5,7424,29.1,99,0.4,2502,9.8,299,3991,50.6,2356,29.9,1394,17.7,139,1.8,33980,403,16,4,63,0,2,2,12,17465,4603,26.4,1914,11,1942,4640,830,1464,2034,312,2484,20,35,30,41,26,5,20,3,12,53,13,10018,328,428,4.5,4.1,1026,53.9,53.9,124,63.4,108,10.5,140,21.4,-11.7,11.7,19329,5646,29.2,5232,2181,41.7,11258,3075,27.3,2839,820,9.99,4806,737,15.3,23.2,14.1,67.3,76.1,68.4,76.1,68.7,76.3,69.9,76.6,70.6,76.7
13269,Taylor,380,8906,5123,57.5,3485,39.1,57,0.6,164,1.8,77,1921,56.4,1007,29.6,434,12.7,43,1.3,28143,140,23,16.4,273.2,0,0,1,22,5717,1399,24.5,636,11.1,899,1930,262,513,1039,116,1062,20,31,32,22,20,,,1,12,69,16,9496,226,890,4.5,4.3,274,34.9,34.9,52,53.3,34,12.4,41,22.8,0.2,8,8193,2351,28.7,1822,771,42.3,4924,1279,26,1447,406,11.53,1957,456,23.3,11.2,21.3,66.5,75.1,67.8,75.7,68.7,76.1,70,76.5,70.4,76.8
13271,Telfair,444,16500,8429,51.1,5830,35.3,90,0.5,2026,12.3,125,3282,62.1,1354,25.6,634,12,19,0.4,26449,146,32,21.9,195.7,0,1,1,30,12291,3248,26.4,1147,9.3,1287,2797,454,797,1395,151,1586,22,32,32,57,17,6,36,2,12,49,15,11902,252,514,4.9,4.3,406,35.1,35.1,60,49.7,39,9.6,51,28.6,-3.6,8.5,12514,3565,28.5,2913,1414,48.5,7337,1760,24,2264,615,11.1,2679,841,31.4,20.2,32.3,66.1,75.5,65.7,75.8,66.1,75.6,69,75.4,70.4,75.9
13273,Terrell,338,9315,3366,36.1,5683,61,29,0.3,157,1.7,80,1803,54.4,904,27.3,587,17.7,18,0.5,28688,182,34,18.7,375.9,2,1,1,30,6130,1842,30,686,11.2,1610,3498,515,982,1783,218,1841,21,35,31,14,15,,,1,11,63,18,8125,410,1497,4.9,4.5,398,49,49,75,86.2,47,11.8,63,22.2,-5.6,11.8,8881,3216,36.2,2257,1344,59.5,5145,1660,32.3,1479,484,13.75,2098,422,20.1,10.2,25.8,65.4,75.4,66.1,75.1,65.9,74.9,67.6,74.6,68.2,75.4
13275,Thomas,553,44720,26081,58.3,16416,36.7,306,0.7,1275,2.9,642,8296,47.7,5863,33.7,2880,16.6,346,2,36641,1794,145,8.1,324.2,2,15,31,97,30269,5724,18.9,5800,19.2,4024,9195,1509,2709,4577,400,5281,19,33,24,41,15,41,91,20,44,66,14,9191,1073,799,4.3,4.2,1750,42.4,42.4,266,60,183,10.5,229,17.1,1.5,12,43849,10335,23.6,10649,3031,28.5,26202,6549,25,6998,2052,11.68,10352,2251,21.7,6.6,18.2,67.8,75.5,67.6,75.9,68.6,76.8,69.9,76.5,71.2,77.2
13277,Tift,269,40118,23555,58.7,11549,28.8,507,1.3,4037,10.1,470,6736,47.7,4011,28.4,2987,21.1,393,2.8,37653,2169,222,10.2,540.6,5,18,45,154,25552,5203,20.4,4294,16.8,4012,9554,1798,3033,4379,344,5136,18,35,30,15,23,42,104,16,39,71,13,9927,1048,853,4.5,4.2,1684,42.9,42.9,259,50.8,193,11.5,372,24.7,7,11.4,38884,11372,29.2,10087,4261,42.2,23473,6232,26.5,5324,1810,12.2,9557,1521,15.9,4.5,22.1,67.7,76.1,68.5,76.3,68.8,75.9,70.5,76.9,71.6,77.9
13279,Toombs,371,27223,16887,62,6716,24.7,199,0.7,3055,11.2,366,5424,50.8,3083,28.9,1971,18.5,203,1.9,33679,965,77,8,281.9,3,8,14,52,17427,3617,20.8,2730,15.7,3079,7379,1349,2364,3305,361,3600,19,33,27,22,28,26,95,12,44,55,13,9876,540,658,4.5,4.3,1226,48.5,48.5,204,73.3,148,12.1,168,23.3,1.1,12.4,26891,6674,24.8,7411,2477,33.4,15750,3424,21.7,3730,1366,13.17,7285,1399,19.2,8.9,17.4,66.6,76.6,66.8,76.1,67.9,76,68.3,76.9,70.3,76.8
13281,Towns,172,10471,10102,96.5,39,0.4,43,0.4,206,2,81,1998,46.8,1554,36.4,676,15.8,40,0.9,37000,210,15,7.1,142.9,0,0,1,14,7897,905,11.5,1771,22.4,601,1381,188,339,718,136,741,14,26,28,9,,9,84,4,36,70,13,8874,50,157,3.6,3.8,237,31.1,31.1,35,25.8,20,8.4,32,20.1,-3.4,,9988,1862,18.6,1567,471,30.1,5079,1123,22.1,3342,209,4.63,1553,31,2,4.8,5.7,71,80.7,71.7,79.8,72.7,79.8,74.1,80.1,74.1,80.2
13283,Treutlen,203,6885,4466,64.9,2239,32.5,13,0.2,103,1.5,64,1193,45.4,983,37.4,400,15.2,51,1.9,38596,80,4,5,59.1,0,0,0,4,4770,1090,22.9,705,14.8,796,1749,263,466,908,112,974,18,33,34,8,31,,,1,15,57,13,8975,170,837,4.2,4.1,233,39.7,39.7,36,62.9,25,10.7,28,25.7,3,11.9,6328,1242,19.6,1356,427,31.5,3787,674,17.8,1185,308,12.11,1519,119,7.8,1.7,8.8,67.1,76.8,68.1,77,69.1,76.3,70.3,76.6,71.2,76.8
13285,Troup,446,67044,40408,60.3,22319,33.3,1054,1.6,2170,3.2,1093,10714,43.5,8181,33.2,5014,20.3,736,3,41489,3037,227,7.5,331.5,5,16,77,129,44007,7032,16,8221,18.7,5528,12955,2258,3985,6127,585,6757,18,29,29,31,20,34,49,38,55,58,12,8760,1574,767,4.1,4,2685,41.4,41.4,396,53.2,277,10.3,351,20.9,2.2,10.1,67084,14388,21.4,17279,5367,31.1,40990,7807,19,8815,3416,13.76,16684,1205,7.2,12.8,10.7,66.5,75.8,67.5,75.5,67.7,75.2,69.5,75.4,70.5,76.2
13287,Turner,290,8930,4820,54,3697,41.4,40,0.4,282,3.2,91,1610,53.4,835,27.7,525,17.4,43,1.4,31806,274,48,17.5,570.7,0,6,4,38,5501,1424,25.9,641,11.7,1142,2587,378,763,1293,153,1339,19,34,33,9,24,3,37,2,25,69,15,10226,217,854,4.5,4.2,330,44,44,51,64.2,48,14.5,67,25.2,7,15.3,7984,2027,25.4,2118,910,43,4456,990,22.2,1410,406,12.16,1993,167,8.4,7.4,8.4,67.5,76.3,67.6,76.8,67.8,76.4,69.4,76.2,69.5,76.4
13289,Twiggs,363,9023,5059,56.1,3703,41,14,0.2,124,1.4,123,1729,57.2,662,21.9,628,20.8,3,0.1,30468,179,13,7.3,153.9,0,0,4,9,6043,1911,31.6,589,9.7,859,1872,268,468,1020,116,1114,21,31,32,18,30,,,,,75,18,12898,190,739,4.9,4.6,299,39.6,39.6,34,41.9,33,11,53,22.4,1.8,16,8389,2324,27.7,1614,491,30.4,5228,1441,27.6,1547,287,7.9,1797,482,26.8,2.2,25,66.6,76.4,66.8,76,68.4,76.3,69.3,77.1,70.2,76.3
13291,Union,329,21356,20345,95.3,95,0.4,75,0.4,519,2.4,322,3632,43.5,2722,32.6,1938,23.2,65,0.8,40799,310,18,5.8,83.9,0,0,1,17,16789,2050,12.2,3681,21.9,1267,3060,409,806,1652,193,1449,14,27,27,14,22,21,97,9,41,69,14,8400,62,97,3.6,3.7,484,31.6,31.6,58,38.6,32,6.6,49,21.6,-1.6,9.4,21227,2860,13.5,3576,693,19.4,11172,1875,16.8,6479,462,5.07,3651,235,6.4,3.4,5.8,71.3,79.5,72.1,79.8,73,79.6,74.9,79.7,75,79.9
13293,Upson,328,27153,18522,68.2,7544,27.8,124,0.5,588,2.2,375,4973,49,3447,33.9,1622,16,117,1.2,35774,954,48,5,180.2,1,6,16,25,18037,4216,23.4,2177,12.1,3097,6601,889,1761,3662,289,3684,18,34,30,26,20,13,49,6,23,47,14,8516,535,667,4.3,4.2,1000,41.1,41.1,175,64.9,108,10.8,120,22.1,2.7,11.4,25891,6137,23.7,5996,2189,36.5,15529,3396,21.9,4366,1199,11.19,5565,559,10,10.8,11.3,67.1,76.4,67.7,75.9,68.7,76.1,69.8,75.4,69.3,75.1
13295,Walker,447,68756,63343,92.1,2809,4.1,291,0.4,1113,1.6,1200,11085,42.9,9183,35.5,5092,19.7,500,1.9,41632,2058,148,7.2,217.3,0,8,31,109,47214,9443,20,6932,14.7,4667,11479,1658,3280,5941,599,5542,17,33,32,21,16,19,28,7,10,59,11,10082,403,197,4,3.9,2132,34.7,35.4,322,51.1,271,12.7,255,22.4,3.3,10.5,66520,11818,17.8,15129,3414,22.6,40748,7498,18.4,10643,2257,8.52,14838,1186,8,8.4,9,68.5,76.9,69.3,77,69.7,77,70.3,77.1,71.1,77.3
13297,Walton,330,83768,65677,78.4,12993,15.5,947,1.1,2683,3.2,1468,9132,30.8,10616,35.8,9073,30.6,846,2.9,54453,2212,184,8.3,217.6,15,24,34,111,56685,8346,14.7,10149,17.9,5383,13115,1901,4072,6652,490,6920,15,31,24,33,14,38,44,23,26,59,10,10090,1234,484,3.5,3.6,3221,40,40,299,34.3,299,9.3,402,19.9,-1.7,10,85153,11801,13.9,22047,4642,21.1,51661,6320,12.2,11445,2956,9.99,21181,1606,7.6,7.3,7.8,69,77.1,69.2,77.6,71.1,77.7,72.5,78.1,73,78.3
13299,Ware,909,36312,23583,64.9,10662,29.4,278,0.8,1207,3.3,582,6962,50.1,4333,31.2,2447,17.6,159,1.1,34909,1787,146,8.2,407.6,3,7,44,92,23849,4457,18.7,3075,12.9,3617,8504,1373,2549,4243,339,4441,18,36,30,29,20,30,84,17,48,65,13,10345,834,772,4.5,4.1,1506,48.3,48.3,276,83.9,156,10.4,196,23.7,-4.2,8.5,33219,9686,29.2,8263,3752,45.4,19742,5205,26.4,5214,1585,11.61,7809,1016,13,11.5,17,68.6,76.3,68.4,76,69.4,76.8,70.4,76.8,70,76.1
13301,Warren,287,5834,2133,36.6,3584,61.4,21,0.4,54,0.9,42,1254,59,502,23.6,347,16.3,22,1,29176,129,35,27.1,627.5,0,0,1,34,3831,1108,28.9,479,12.5,734,1614,260,455,806,93,821,19,34,33,11,,3,54,2,36,55,18,7628,202,1198,4.5,4.3,198,40,40,22,42.5,29,14.6,24,24.3,4.5,14,5483,1485,27.1,1212,511,42.2,3231,796,24.6,1040,296,12.79,1284,280,21.8,11,19.3,64.8,75,66.2,74.7,66.6,74.5,68.7,74.9,68.5,74.7
13303,Washington,685,21187,9339,44.1,11124,52.5,104,0.5,407,1.9,213,3530,48.8,2067,28.6,1533,21.2,100,1.4,37932,567,51,9,244.3,1,1,10,39,14154,3118,22,1825,12.9,2033,4763,742,1367,2386,268,2613,19,35,31,7,19,16,77,5,24,69,16,8856,585,934,4.5,4.2,720,40,40,107,52.8,76,10.6,95,21.9,4.3,8.9,19128,4961,25.9,4722,1734,36.7,11443,2826,24.7,2963,1007,13.34,4841,887,18.3,8.7,15.4,65.9,74.6,66.4,75.3,66.6,76.4,68.5,76.7,69.9,76.4
13305,Wayne,649,30099,21749,72.3,5928,19.7,160,0.5,1719,5.7,543,4550,45.2,3176,31.6,2205,21.9,135,1.3,38955,1832,201,11,663.3,8,6,24,163,20136,3612,17.9,2641,13.1,2995,7571,1283,2261,3763,264,3661,19,32,30,21,25,11,37,7,23,54,12,11338,420,463,4.2,4,1285,49.8,49.8,196,73.8,110,8.6,133,24.6,-2.9,9.2,27736,5633,20.3,7156,1681,23.5,16554,3548,21.4,4026,1156,10.95,6972,455,6.5,5.5,4.1,68,75.9,69,75.9,70.1,75.7,70.9,76.3,71.4,76.2
13307,Webster,210,2799,1492,53.3,1177,42.1,7,0.3,98,3.5,25,498,46.9,373,35.1,187,17.6,4,0.4,37063,43,1,2.3,35.8,0,0,0,1,1857,452,24.3,141,7.6,209,437,57,131,207,42,234,18,32,31,100,,,,0,0,50,17,7133,45,542,4.3,4.2,54,21.8,21.8,5,19.3,9,16.7,8,20.4,11.9,,2708,608,22.5,634,210,33.1,1618,340,21,456,137,12.24,531,13,2.4,17.6,1.8,66.4,75.1,66.9,76.1,67.3,76.3,69.1,76.3,69.6,76
13309,Wheeler,300,7421,4405,59.4,2582,34.8,16,0.2,356,4.8,62,1209,60.1,547,27.2,256,12.7,0,0,27620,23,2,8.7,25.4,0,0,0,2,5931,1373,23.1,333,5.6,531,1210,206,337,602,65,609,21,34,33,33,21,1,13,,,46,13,13156,76,320,4.3,4,183,39.1,39.1,27,60,22,12,22,28.3,0.3,9.1,4320,1177,27.2,1123,416,37,2350,648,27.6,847,231,10.73,1023,170,16.6,60,11.6,67.1,76.8,68.1,77,69.1,76.3,70.3,76.6,71.2,76.8
13311,White,242,27144,25453,93.8,454,1.7,124,0.5,647,2.4,466,5081,44.9,3807,33.6,2244,19.8,184,1.6,40888,718,52,7.2,188.7,2,6,2,42,19365,2847,14.7,4009,20.7,1653,4117,537,1225,2127,228,2114,16,28,26,29,16,7,25,9,32,67,12,8696,140,169,3.8,3.9,767,32.4,32.4,73,27,68,8.9,90,16.9,-1.1,11,27349,5195,19,5947,2047,34.4,16000,2602,16.3,5402,831,7.81,5465,722,13.2,2,7.5,71,79.2,72,79.3,72.6,79.1,74,79.6,74,79.8
13313,Whitfield,291,102599,63818,62.2,3631,3.5,1292,1.3,32471,31.6,1387,15006,43.4,11789,34.1,6766,19.6,1014,2.9,40596,3293,272,8.3,263.2,3,19,38,212,65109,20474,31.4,9100,14,6281,15678,3025,5094,6884,675,7888,18,30,32,29,15,61,59,41,40,60,12,9121,1037,335,4.5,4.1,4317,44.8,44.9,560,51.8,313,7.3,441,19.4,-5.1,7.7,102436,19270,18.8,27895,7578,27.2,62052,10485,16.9,12489,3734,10.61,27187,2086,7.7,5.5,6.7,69.2,77.1,69.8,77.6,70.3,77.7,71.8,77.7,72.9,78.4
13315,Wilcox,382,9255,5544,59.9,3233,34.9,41,0.4,338,3.7,99,1460,53.2,836,30.5,437,15.9,9,0.3,32043,140,20,14.3,220.6,0,5,1,14,6418,1429,22.3,543,8.5,840,1967,260,609,977,121,989,20,32,27,8,39,2,22,3,34,61,14,10023,184,673,4.6,4.1,275,43.3,43.3,38,50.2,27,9.8,31,25.7,0.7,11.1,6933,1599,23.1,1712,486,28.4,4046,948,23.4,1175,312,10.79,1710,473,27.7,36.7,19.1,66.3,75.7,66.7,76.4,68,76.2,70.6,75.9,70.4,77.3
13317,Wilkes,474,10593,5495,51.9,4516,42.6,48,0.5,361,3.4,173,2143,53.5,1237,30.9,588,14.7,38,0.9,32727,234,53,22.6,526,1,1,1,50,7041,1429,20.3,1103,15.7,1173,2519,371,723,1256,169,1256,18,33,30,44,17,5,50,2,20,63,17,10901,192,634,4.5,4.3,364,42.3,42.3,41,44.4,29,8,34,26,-0.5,8.7,9801,2795,28.5,2136,1061,49.7,5615,1313,23.4,2050,464,10.88,2144,173,8.1,4.5,8.1,67.4,76.3,67.6,75.9,68.1,76.2,69.6,76.8,70.3,77.2
